ID	GO_term	GO_name
PF09802	GO:0031204	post-translational protein targeting to membrane, translocation	process
PF09803	GO:0033617	mitochondrial cytochrome c oxidase assembly	process
PF09803	GO:0005739	mitochondrion	component
PF09807	GO:0002098	tRNA wobble uridine modification	process
PF09807	GO:0033588	elongator holoenzyme complex	component
PF09815	GO:0016020	membrane	component
PF09817	GO:1990423	RZZ complex	component
PF09817	GO:0007093	mitotic cell cycle checkpoint signaling	process
PF09861	GO:0050043	lactate racemase activity	function
PF09905	GO:0003677	DNA binding	function
PF09907	GO:0090305	nucleic acid phosphodiester bond hydrolysis	process
PF09907	GO:0003723	RNA binding	function
PF09907	GO:0110001	toxin-antitoxin complex	component
PF09907	GO:0004519	endonuclease activity	function
PF09995	GO:0016491	oxidoreductase activity	function
PF10014	GO:0051213	dioxygenase activity	function
PF10033	GO:1990316	Atg1/ULK1 kinase complex	component
PF10033	GO:0006914	autophagy	process
PF10034	GO:0016020	membrane	component
PF10044	GO:0070176	DRM complex	component
PF10044	GO:0006355	regulation of DNA-templated transcription	process
PF10099	GO:0005886	plasma membrane	component
PF10099	GO:0016020	membrane	component
PF10104	GO:0031965	nuclear membrane	component
PF10104	GO:0055088	lipid homeostasis	process
PF10158	GO:0032418	lysosome localization	process
PF10161	GO:1990246	uniplex complex	component
PF10161	GO:0051560	mitochondrial calcium ion homeostasis	process
PF10161	GO:0036444	calcium import into the mitochondrion	process
PF10163	GO:0045893	positive regulation of DNA-templated transcription	process
PF10163	GO:0005643	nuclear pore	component
PF10163	GO:0000124	SAGA complex	component
PF10163	GO:0003713	transcription coactivator activity	function
PF10163	GO:0006406	mRNA export from nucleus	process
PF10178	GO:0043248	proteasome assembly	process
PF10231	GO:0097193	intrinsic apoptotic signaling pathway	process
PF10240	GO:0000813	ESCRT I complex	component
PF10272	GO:0061630	ubiquitin protein ligase activity	function
PF10272	GO:0016567	protein ubiquitination	process
PF10272	GO:0016020	membrane	component
PF10380	GO:0060962	regulation of ribosomal protein gene transcription by RNA polymerase II	process
PF10380	GO:0003712	transcription coregulator activity	function
PF10450	GO:0043248	proteasome assembly	process
PF10452	GO:0031929	TOR signaling	process
PF10452	GO:0031931	TORC1 complex	component
PF10471	GO:0005680	anaphase-promoting complex	component
PF10471	GO:0031145	anaphase-promoting complex-dependent catabolic process	process
PF10476	GO:0005637	nuclear inner membrane	component
PF10487	GO:0017056	structural constituent of nuclear pore	function
PF10514	GO:0006915	apoptotic process	process
PF10574	GO:0051126	negative regulation of actin nucleation	process
PF10645	GO:0030246	carbohydrate binding	function
PF10664	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	function
PF10430	GO:0005524	ATP binding	function
PF10430	GO:0006468	protein phosphorylation	process
PF10430	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	process
PF10430	GO:0005886	plasma membrane	component
PF10430	GO:0004714	transmembrane receptor protein tyrosine kinase activity	function
PF10391	GO:0003677	DNA binding	function
PF10391	GO:0034061	DNA polymerase activity	function
PF10415	GO:0006099	tricarboxylic acid cycle	process
PF10415	GO:0016829	lyase activity	function
PF00097	GO:0046872	metal ion binding	function
PF09360	GO:0043231	intracellular membrane-bounded organelle	component
PF09360	GO:0051537	2 iron, 2 sulfur cluster binding	function
PF09363	GO:0005975	carbohydrate metabolic process	process
PF09363	GO:0016832	aldehyde-lyase activity	function
PF09377	GO:0042254	ribosome biogenesis	process
PF09382	GO:0006260	DNA replication	process
PF09382	GO:0006281	DNA repair	process
PF09382	GO:0043138	3'-5' DNA helicase activity	function
PF09384	GO:0006364	rRNA processing	process
PF09384	GO:0005730	nucleolus	component
PF09396	GO:0004252	serine-type endopeptidase activity	function
PF09396	GO:0007596	blood coagulation	process
PF09396	GO:0006508	proteolysis	process
PF09396	GO:0005576	extracellular region	component
PF09398	GO:0034453	microtubule anchoring	process
PF09398	GO:0005815	microtubule organizing center	component
PF09401	GO:0003723	RNA binding	function
PF09401	GO:0019079	viral genome replication	process
PF09401	GO:0008270	zinc ion binding	function
PF09412	GO:0004521	RNA endonuclease activity	function
PF09416	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	process
PF09416	GO:0003723	RNA binding	function
PF09416	GO:0005524	ATP binding	function
PF09416	GO:0008270	zinc ion binding	function
PF09416	GO:0003724	RNA helicase activity	function
PF09416	GO:0005737	cytoplasm	component
PF09427	GO:0032933	SREBP signaling pathway	process
PF09427	GO:0045944	positive regulation of transcription by RNA polymerase II	process
PF09429	GO:0006396	RNA processing	process
PF09445	GO:0009452	7-methylguanosine RNA capping	process
PF09445	GO:0001510	RNA methylation	process
PF09445	GO:0008168	methyltransferase activity	function
PF09446	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	process
PF09452	GO:0043130	ubiquitin binding	function
PF09452	GO:0000813	ESCRT I complex	component
PF09452	GO:0032509	endosome transport via multivesicular body sorting pathway	process
PF09456	GO:0004673	protein histidine kinase activity	function
PF09456	GO:0005886	plasma membrane	component
PF09456	GO:0016020	membrane	component
PF09456	GO:0000160	phosphorelay signal transduction system	process
PF09456	GO:0005524	ATP binding	function
PF09456	GO:0018106	peptidyl-histidine phosphorylation	process
PF09456	GO:0006355	regulation of DNA-templated transcription	process
PF09458	GO:0007155	cell adhesion	process
PF09458	GO:0030246	carbohydrate binding	function
PF09459	GO:0020037	heme binding	function
PF09462	GO:0005634	nucleus	component
PF09462	GO:0006974	DNA damage response	process
PF09462	GO:0031297	replication fork processing	process
PF09462	GO:0006281	DNA repair	process
PF09478	GO:0030246	carbohydrate binding	function
PF09480	GO:0016020	membrane	component
PF09497	GO:0016592	mediator complex	component
PF09497	GO:0006357	regulation of transcription by RNA polymerase II	process
PF09497	GO:0003712	transcription coregulator activity	function
PF09507	GO:0006260	DNA replication	process
PF09507	GO:0005634	nucleus	component
PF09507	GO:0043625	delta DNA polymerase complex	component
PF09514	GO:0005634	nucleus	component
PF09514	GO:0006355	regulation of DNA-templated transcription	process
PF09519	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09519	GO:0003677	DNA binding	function
PF09519	GO:0009307	DNA restriction-modification system	process
PF09520	GO:0003677	DNA binding	function
PF09520	GO:0009307	DNA restriction-modification system	process
PF09520	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09521	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09521	GO:0003677	DNA binding	function
PF09521	GO:0009307	DNA restriction-modification system	process
PF09553	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09553	GO:0003677	DNA binding	function
PF09553	GO:0009307	DNA restriction-modification system	process
PF09564	GO:0090305	nucleic acid phosphodiester bond hydrolysis	process
PF09564	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09567	GO:0009307	DNA restriction-modification system	process
PF09567	GO:0003677	DNA binding	function
PF09567	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09568	GO:0009307	DNA restriction-modification system	process
PF09568	GO:0003677	DNA binding	function
PF09568	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09570	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09570	GO:0009307	DNA restriction-modification system	process
PF09570	GO:0003677	DNA binding	function
PF09571	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09571	GO:0003677	DNA binding	function
PF09571	GO:0000287	magnesium ion binding	function
PF09571	GO:0009307	DNA restriction-modification system	process
PF09572	GO:0003677	DNA binding	function
PF09572	GO:0009307	DNA restriction-modification system	process
PF09572	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09573	GO:0003677	DNA binding	function
PF09573	GO:0009307	DNA restriction-modification system	process
PF09573	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09596	GO:0007219	Notch signaling pathway	process
PF09596	GO:0045944	positive regulation of transcription by RNA polymerase II	process
PF09596	GO:0016607	nuclear speck	component
PF09596	GO:0003713	transcription coactivator activity	function
PF09606	GO:0003712	transcription coregulator activity	function
PF09606	GO:0006357	regulation of transcription by RNA polymerase II	process
PF09606	GO:0016592	mediator complex	component
PF09637	GO:0006357	regulation of transcription by RNA polymerase II	process
PF09637	GO:0016592	mediator complex	component
PF09637	GO:0003712	transcription coregulator activity	function
PF09668	GO:0004190	aspartic-type endopeptidase activity	function
PF09668	GO:0006508	proteolysis	process
PF09724	GO:0031390	Ctf18 RFC-like complex	component
PF09724	GO:0007064	mitotic sister chromatid cohesion	process
PF09726	GO:0023041	neuronal signal transduction	process
PF09726	GO:0030867	rough endoplasmic reticulum membrane	component
PF09732	GO:0005515	protein binding	function
PF09738	GO:0006355	regulation of DNA-templated transcription	process
PF09748	GO:0003712	transcription coregulator activity	function
PF09748	GO:0006357	regulation of transcription by RNA polymerase II	process
PF09748	GO:0016592	mediator complex	component
PF09763	GO:0000145	exocyst	component
PF09763	GO:0006887	exocytosis	process
PF09768	GO:0004222	metalloendopeptidase activity	function
PF09769	GO:0061617	MICOS complex	component
PF09769	GO:0042407	cristae formation	process
PF09771	GO:0071595	Nem1-Spo7 phosphatase complex	component
PF09771	GO:0035307	positive regulation of protein dephosphorylation	process
PF09773	GO:0036038	MKS complex	component
PF09773	GO:0060271	cilium assembly	process
PF09774	GO:0005758	mitochondrial intermembrane space	component
PF09782	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	process
PF09782	GO:0005747	mitochondrial respiratory chain complex I	component
PF09787	GO:0007030	Golgi organization	process
PF09788	GO:0046856	phosphatidylinositol dephosphorylation	process
PF09788	GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	function
PF09796	GO:0005750	mitochondrial respiratory chain complex III	component
PF09796	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	process
PF09809	GO:0005762	mitochondrial large ribosomal subunit	component
PF09809	GO:0003735	structural constituent of ribosome	function
PF09810	GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity	function
PF09830	GO:0003877	ATP adenylyltransferase activity	function
PF09949	GO:0008195	phosphatidate phosphatase activity	function
PF10018	GO:0003712	transcription coregulator activity	function
PF10018	GO:0016592	mediator complex	component
PF10018	GO:0006357	regulation of transcription by RNA polymerase II	process
PF10120	GO:0004789	thiamine-phosphate diphosphorylase activity	function
PF10137	GO:0061810	NAD glycohydrolase activity	function
PF10150	GO:0003723	RNA binding	function
PF10152	GO:0071203	WASH complex	component
PF10153	GO:0006364	rRNA processing	process
PF10155	GO:0030014	CCR4-NOT complex	component
PF10156	GO:0006357	regulation of transcription by RNA polymerase II	process
PF10156	GO:0016592	mediator complex	component
PF10156	GO:0003712	transcription coregulator activity	function
PF10166	GO:0005886	plasma membrane	component
PF10166	GO:0010756	positive regulation of plasminogen activation	process
PF10171	GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	component
PF10176	GO:0007034	vacuolar transport	process
PF10176	GO:0030001	metal ion transport	process
PF10185	GO:0006457	protein folding	process
PF10191	GO:0017119	Golgi transport complex	component
PF10191	GO:0006886	intracellular protein transport	process
PF10192	GO:0007186	G protein-coupled receptor signaling pathway	process
PF10192	GO:0019236	response to pheromone	process
PF10218	GO:2000640	positive regulation of SREBP signaling pathway	process
PF10220	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	process
PF10228	GO:0042393	histone binding	function
PF10228	GO:0006974	DNA damage response	process
PF10228	GO:0010835	regulation of protein ADP-ribosylation	process
PF10229	GO:0009235	cobalamin metabolic process	process
PF10230	GO:0016298	lipase activity	function
PF10230	GO:0019915	lipid storage	process
PF10230	GO:0005811	lipid droplet	component
PF10232	GO:0006357	regulation of transcription by RNA polymerase II	process
PF10232	GO:0016592	mediator complex	component
PF10232	GO:0003712	transcription coregulator activity	function
PF10233	GO:0016020	membrane	component
PF10244	GO:0003735	structural constituent of ribosome	function
PF10255	GO:0003743	translation initiation factor activity	function
PF10255	GO:0005852	eukaryotic translation initiation factor 3 complex	component
PF10255	GO:0005737	cytoplasm	component
PF10261	GO:0106399	acyl-coenzyme A diphosphatase activity	function
PF10261	GO:0005789	endoplasmic reticulum membrane	component
PF10261	GO:0019915	lipid storage	process
PF10265	GO:0008053	mitochondrial fusion	process
PF10266	GO:0071203	WASH complex	component
PF10278	GO:0016592	mediator complex	component
PF10278	GO:0006357	regulation of transcription by RNA polymerase II	process
PF10278	GO:0003712	transcription coregulator activity	function
PF10280	GO:0003712	transcription coregulator activity	function
PF10280	GO:0006357	regulation of transcription by RNA polymerase II	process
PF10280	GO:0016592	mediator complex	component
PF10288	GO:0034227	tRNA thio-modification	process
PF10288	GO:0000049	tRNA binding	function
PF10288	GO:0002098	tRNA wobble uridine modification	process
PF10309	GO:0000340	RNA 7-methylguanosine cap binding	function
PF10309	GO:0003729	mRNA binding	function
PF10324	GO:0008528	G protein-coupled peptide receptor activity	function
